barcode,style_code,item_description,brand,category,color,size,planned_mrp,selling_price,cost_price,hsn_code,gst_percentage,stock_quantity
7007007007450,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,36,1899.0,1899.0,360.0,,5.0,100
7007007007451,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,37,1899.0,1899.0,360.0,,5.0,100
7007007007452,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,38,1899.0,1899.0,360.0,,5.0,100
7007007007453,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,39,1899.0,1899.0,360.0,,5.0,100
7007007007454,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,40,1899.0,1899.0,360.0,,5.0,100
7007007007455,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,41,1899.0,1899.0,360.0,,5.0,100
7007007007456,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BROWN,42,1899.0,1899.0,360.0,,5.0,100
7007007007457,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,35,1899.0,1899.0,360.0,,5.0,100
7007007007458,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,36,1899.0,1899.0,360.0,,5.0,100
7007007007459,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,37,1899.0,1899.0,360.0,,5.0,100
7007007007460,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,38,1899.0,1899.0,360.0,,5.0,100
7007007007461,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,39,1899.0,1899.0,360.0,,5.0,100
7007007007462,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,40,1899.0,1899.0,360.0,,5.0,100
7007007007463,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,41,1899.0,1899.0,360.0,,5.0,100
7007007007464,SND-06-G,REGULAR,TATTLY THREADS,Apparel,BLUE,42,1899.0,1899.0,360.0,,5.0,100
7007007007465,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,35,1899.0,1899.0,360.0,,5.0,100
7007007007466,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,36,1899.0,1899.0,360.0,,5.0,100
7007007007467,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,37,1899.0,1899.0,360.0,,5.0,100
7007007007468,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,38,1899.0,1899.0,360.0,,5.0,100
7007007007469,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,39,1899.0,1899.0,360.0,,5.0,100
7007007007470,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,40,1899.0,1899.0,360.0,,5.0,100
7007007007471,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,41,1899.0,1899.0,360.0,,5.0,100
7007007007472,CH-24-G,REGULAR,TATTLY THREADS,Apparel,BLACK,42,1899.0,1899.0,360.0,,5.0,100
7007007007473,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,35,1899.0,1899.0,360.0,,5.0,100
7007007007474,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,36,1899.0,1899.0,360.0,,5.0,100
7007007007475,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,37,1899.0,1899.0,360.0,,5.0,100
7007007007476,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,38,1899.0,1899.0,360.0,,5.0,100
7007007007477,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,39,1899.0,1899.0,360.0,,5.0,100
7007007007478,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,40,1899.0,1899.0,360.0,,5.0,100
7007007007479,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,41,1899.0,1899.0,360.0,,5.0,100
7007007007480,CH-24-G,REGULAR,TATTLY THREADS,Apparel,CREAM,42,1899.0,1899.0,360.0,,5.0,100
7007007007481,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,35,2599.0,2599.0,525.0,,5.0,100
7007007007482,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,36,2599.0,2599.0,525.0,,5.0,100
7007007007483,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,37,2599.0,2599.0,525.0,,5.0,100
7007007007484,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,38,2599.0,2599.0,525.0,,5.0,100
7007007007485,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,39,2599.0,2599.0,525.0,,5.0,100
7007007007486,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,40,2599.0,2599.0,525.0,,5.0,100
7007007007487,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,41,2599.0,2599.0,525.0,,5.0,100
7007007007488,CH-25-G,PARTY,TATTLY THREADS,Apparel,GOLD,42,2599.0,2599.0,525.0,,5.0,100
7007007007489,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,35,2599.0,2599.0,525.0,,5.0,100
7007007007490,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,36,2599.0,2599.0,525.0,,5.0,100
7007007007491,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,37,2599.0,2599.0,525.0,,5.0,100
7007007007492,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,38,2599.0,2599.0,525.0,,5.0,100
7007007007493,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,39,2599.0,2599.0,525.0,,5.0,100
7007007007494,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,40,2599.0,2599.0,525.0,,5.0,100
7007007007495,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,41,2599.0,2599.0,525.0,,5.0,100
7007007007496,CH-25-G,PARTY,TATTLY THREADS,Apparel,BROWN,42,2599.0,2599.0,525.0,,5.0,100
7007007007497,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,35,2599.0,2599.0,525.0,,5.0,100
7007007007498,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,36,2599.0,2599.0,525.0,,5.0,100
7007007007499,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,37,2599.0,2599.0,525.0,,5.0,100
7007007007500,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,38,2599.0,2599.0,525.0,,5.0,100
7007007007501,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,39,2599.0,2599.0,525.0,,5.0,100
7007007007502,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,40,2599.0,2599.0,525.0,,5.0,100
7007007007503,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,41,2599.0,2599.0,525.0,,5.0,100
7007007007504,SND-07-G,PARTY,TATTLY THREADS,Apparel,BLACK,42,2599.0,2599.0,525.0,,5.0,100
7007007007505,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,35,2599.0,2599.0,525.0,,5.0,100
7007007007506,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,36,2599.0,2599.0,525.0,,5.0,100
7007007007507,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,37,2599.0,2599.0,525.0,,5.0,100
7007007007508,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,38,2599.0,2599.0,525.0,,5.0,100
7007007007509,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,39,2599.0,2599.0,525.0,,5.0,100
7007007007510,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,40,2599.0,2599.0,525.0,,5.0,100
7007007007511,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,41,2599.0,2599.0,525.0,,5.0,100
7007007007512,SND-07-G,PARTY,TATTLY THREADS,Apparel,GOLD,42,2599.0,2599.0,525.0,,5.0,100
7007007007513,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,35,2499.0,2499.0,500.0,,5.0,100
7007007007514,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,36,2499.0,2499.0,500.0,,5.0,100
7007007007515,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,37,2499.0,2499.0,500.0,,5.0,100
7007007007516,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,38,2499.0,2499.0,500.0,,5.0,100
7007007007517,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,39,2499.0,2499.0,500.0,,5.0,100
7007007007518,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,40,2499.0,2499.0,500.0,,5.0,100
7007007007519,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,41,2499.0,2499.0,500.0,,5.0,100
7007007007520,CH-26-H,BASIC,TATTLY THREADS,Apparel,BLACK,42,2499.0,2499.0,500.0,,5.0,100
7007007007521,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,35,2499.0,2499.0,500.0,,5.0,100
7007007007522,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,36,2499.0,2499.0,500.0,,5.0,100
7007007007523,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,37,2499.0,2499.0,500.0,,5.0,100
7007007007524,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,38,2499.0,2499.0,500.0,,5.0,100
7007007007525,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,39,2499.0,2499.0,500.0,,5.0,100
7007007007526,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,40,2499.0,2499.0,500.0,,5.0,100
7007007007527,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,41,2499.0,2499.0,500.0,,5.0,100
7007007007528,CH-26-H,BASIC,TATTLY THREADS,Apparel,BRONZE,42,2499.0,2499.0,500.0,,5.0,100
7007007007529,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,35,1799.0,1799.0,380.0,,5.0,100
7007007007530,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,36,1799.0,1799.0,380.0,,5.0,100
7007007007531,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,37,1799.0,1799.0,380.0,,5.0,100
7007007007532,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,38,1799.0,1799.0,380.0,,5.0,100
7007007007533,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,39,1799.0,1799.0,380.0,,5.0,100
7007007007534,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,40,1799.0,1799.0,380.0,,5.0,100
7007007007535,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,41,1799.0,1799.0,380.0,,5.0,100
7007007007536,SND-08-H,BASIC,TATTLY THREADS,Apparel,BLACK,42,1799.0,1799.0,380.0,,5.0,100
7007007007537,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,35,1799.0,1799.0,380.0,,5.0,100
7007007007538,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,36,1799.0,1799.0,380.0,,5.0,100
7007007007539,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,37,1799.0,1799.0,380.0,,5.0,100
7007007007540,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,38,1799.0,1799.0,380.0,,5.0,100
7007007007541,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,39,1799.0,1799.0,380.0,,5.0,100
7007007007542,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,40,1799.0,1799.0,380.0,,5.0,100
7007007007543,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,41,1799.0,1799.0,380.0,,5.0,100
7007007007544,SND-08-H,BASIC,TATTLY THREADS,Apparel,BEIGE,42,1799.0,1799.0,380.0,,5.0,100
7007007007545,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,35,2999.0,2999.0,560.0,,5.0,100
7007007007546,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,36,2999.0,2999.0,560.0,,5.0,100
7007007007547,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,37,2999.0,2999.0,560.0,,5.0,100
7007007007548,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,38,2999.0,2999.0,560.0,,5.0,100
7007007007549,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,39,2999.0,2999.0,560.0,,5.0,100
7007007007550,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,40,2999.0,2999.0,560.0,,5.0,100
7007007007551,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,41,2999.0,2999.0,560.0,,5.0,100
7007007007552,SH-01-H,PARTY,TATTLY THREADS,Apparel,BLACK,42,2999.0,2999.0,560.0,,5.0,100
7007007007553,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,35,2999.0,2999.0,560.0,,5.0,100
7007007007554,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,36,2999.0,2999.0,560.0,,5.0,100
7007007007555,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,37,2999.0,2999.0,560.0,,5.0,100
7007007007556,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,38,2999.0,2999.0,560.0,,5.0,100
7007007007557,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,39,2999.0,2999.0,560.0,,5.0,100
7007007007558,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,40,2999.0,2999.0,560.0,,5.0,100
7007007007559,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,41,2999.0,2999.0,560.0,,5.0,100
7007007007560,SH-01-H,PARTY,TATTLY THREADS,Apparel,CREAM,42,2999.0,2999.0,560.0,,5.0,100
7007007007561,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,35,1799.0,1799.0,380.0,,5.0,100
7007007007562,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,36,1799.0,1799.0,380.0,,5.0,100
7007007007563,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,37,1799.0,1799.0,380.0,,5.0,100
7007007007564,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,38,1799.0,1799.0,380.0,,5.0,100
7007007007565,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,39,1799.0,1799.0,380.0,,5.0,100
7007007007566,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,40,1799.0,1799.0,380.0,,5.0,100
7007007007567,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,41,1799.0,1799.0,380.0,,5.0,100
7007007007568,CH-27-H,REGULAR,TATTLY THREADS,Apparel,BLACK,42,1799.0,1799.0,380.0,,5.0,100
7007007007569,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,35,1799.0,1799.0,380.0,,5.0,100
7007007007570,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,36,1799.0,1799.0,380.0,,5.0,100
7007007007571,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,37,1799.0,1799.0,380.0,,5.0,100
7007007007572,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,38,1799.0,1799.0,380.0,,5.0,100
7007007007573,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,39,1799.0,1799.0,380.0,,5.0,100
7007007007574,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,40,1799.0,1799.0,380.0,,5.0,100
7007007007575,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,41,1799.0,1799.0,380.0,,5.0,100
7007007007576,CH-27-H,REGULAR,TATTLY THREADS,Apparel,CHIKKU,42,1799.0,1799.0,380.0,,5.0,100
7007007007577,1383,KORA,KORA,Apparel,SULTAN,36,1699.0,1699.0,0.0,6402,5.0,100
7007007007578,1383,KORA,KORA,Apparel,SULTAN,37,1699.0,1699.0,0.0,6402,5.0,100
7007007007579,1383,KORA,KORA,Apparel,SULTAN,38,1699.0,1699.0,0.0,6402,5.0,100
7007007007580,1383,KORA,KORA,Apparel,SULTAN,39,1699.0,1699.0,0.0,6402,5.0,100
7007007007581,1383,KORA,KORA,Apparel,SULTAN,40,1699.0,1699.0,0.0,6402,5.0,100
7007007007582,1383,KORA,KORA,Apparel,SULTAN,41,1699.0,1699.0,0.0,6402,5.0,100
7007007007583,1383,KORA,KORA,Apparel,SULTAN,42,1699.0,1699.0,0.0,6402,5.0,100
7007007007584,1384,KORA,KORA,Apparel,BLACK,36,1699.0,1699.0,0.0,6402,5.0,100
7007007007585,1384,KORA,KORA,Apparel,BLACK,37,1699.0,1699.0,0.0,6402,5.0,100
7007007007586,1384,KORA,KORA,Apparel,BLACK,38,1699.0,1699.0,0.0,6402,5.0,100
7007007007587,1384,KORA,KORA,Apparel,BLACK,39,1699.0,1699.0,0.0,6402,5.0,100
7007007007588,1384,KORA,KORA,Apparel,BLACK,40,1699.0,1699.0,0.0,6402,5.0,100
7007007007589,1384,KORA,KORA,Apparel,BLACK,41,1699.0,1699.0,0.0,6402,5.0,100
7007007007590,1384,KORA,KORA,Apparel,BLACK,42,1699.0,1699.0,0.0,6402,5.0,100
7007007007591,1570,KORA,KORA,Apparel,BLACK,36,1499.0,1499.0,0.0,6402,5.0,100
7007007007592,1570,KORA,KORA,Apparel,BLACK,37,1499.0,1499.0,0.0,6402,5.0,100
7007007007593,1570,KORA,KORA,Apparel,BLACK,38,1499.0,1499.0,0.0,6402,5.0,100
7007007007594,1570,KORA,KORA,Apparel,BLACK,39,1499.0,1499.0,0.0,6402,5.0,100
7007007007595,1570,KORA,KORA,Apparel,BLACK,40,1499.0,1499.0,0.0,6402,5.0,100
7007007007596,1570,KORA,KORA,Apparel,BLACK,41,1499.0,1499.0,0.0,6402,5.0,100
7007007007597,1570,KORA,KORA,Apparel,BLACK,42,1499.0,1499.0,0.0,6402,5.0,100
7007007007598,2110,KORA,KORA,Apparel,BLACK,36,1299.0,1299.0,0.0,6402,5.0,100
7007007007599,2110,KORA,KORA,Apparel,BLACK,37,1299.0,1299.0,0.0,6402,5.0,100
7007007007600,2110,KORA,KORA,Apparel,BLACK,38,1299.0,1299.0,0.0,6402,5.0,100
7007007007601,2110,KORA,KORA,Apparel,BLACK,39,1299.0,1299.0,0.0,6402,5.0,100
7007007007602,2110,KORA,KORA,Apparel,BLACK,40,1299.0,1299.0,0.0,6402,5.0,100
7007007007603,2110,KORA,KORA,Apparel,BLACK,41,1299.0,1299.0,0.0,6402,5.0,100
7007007007604,2110,KORA,KORA,Apparel,BLACK,42,1299.0,1299.0,0.0,6402,5.0,100
7007007007605,2130,KORA,KORA,Apparel,ANTIQUE,36,1899.0,1899.0,0.0,6402,5.0,100
7007007007606,2130,KORA,KORA,Apparel,ANTIQUE,37,1899.0,1899.0,0.0,6402,5.0,100
7007007007607,2130,KORA,KORA,Apparel,ANTIQUE,38,1899.0,1899.0,0.0,6402,5.0,100
7007007007608,2130,KORA,KORA,Apparel,ANTIQUE,39,1899.0,1899.0,0.0,6402,5.0,100
7007007007609,2130,KORA,KORA,Apparel,ANTIQUE,40,1899.0,1899.0,0.0,6402,5.0,100
7007007007610,2130,KORA,KORA,Apparel,ANTIQUE,41,1899.0,1899.0,0.0,6402,5.0,100
7007007007611,2130,KORA,KORA,Apparel,ANTIQUE,42,1899.0,1899.0,0.0,6402,5.0,100
7007007007612,2052,KORA,KORA,Apparel,BEIGE,36,1299.0,1299.0,0.0,6402,5.0,100
7007007007613,2052,KORA,KORA,Apparel,BEIGE,37,1299.0,1299.0,0.0,6402,5.0,100
7007007007614,2052,KORA,KORA,Apparel,BEIGE,38,1299.0,1299.0,0.0,6402,5.0,100
7007007007615,2052,KORA,KORA,Apparel,BEIGE,39,1299.0,1299.0,0.0,6402,5.0,100
7007007007616,2052,KORA,KORA,Apparel,BEIGE,40,1299.0,1299.0,0.0,6402,5.0,100
7007007007617,2052,KORA,KORA,Apparel,BEIGE,41,1299.0,1299.0,0.0,6402,5.0,100
7007007007618,2052,KORA,KORA,Apparel,BEIGE,42,1299.0,1299.0,0.0,6402,5.0,100
7007007007619,2100,KORA,KORA,Apparel,ANTIQUE,36,1999.0,1999.0,0.0,6402,5.0,100
7007007007620,2100,KORA,KORA,Apparel,ANTIQUE,37,1999.0,1999.0,0.0,6402,5.0,100
7007007007621,2100,KORA,KORA,Apparel,ANTIQUE,38,1999.0,1999.0,0.0,6402,5.0,100
7007007007622,2100,KORA,KORA,Apparel,ANTIQUE,39,1999.0,1999.0,0.0,6402,5.0,100
7007007007623,2100,KORA,KORA,Apparel,ANTIQUE,40,1999.0,1999.0,0.0,6402,5.0,100
7007007007624,2100,KORA,KORA,Apparel,ANTIQUE,41,1999.0,1999.0,0.0,6402,5.0,100
7007007007625,2100,KORA,KORA,Apparel,ANTIQUE,42,1999.0,1999.0,0.0,6402,5.0,100
7007007007626,1212,KORA,KORA,Apparel,BLACK,36,1699.0,1699.0,0.0,6402,5.0,100
7007007007627,1212,KORA,KORA,Apparel,BLACK,37,1699.0,1699.0,0.0,6402,5.0,100
7007007007628,1212,KORA,KORA,Apparel,BLACK,38,1699.0,1699.0,0.0,6402,5.0,100
7007007007629,1212,KORA,KORA,Apparel,BLACK,39,1699.0,1699.0,0.0,6402,5.0,100
7007007007630,1212,KORA,KORA,Apparel,BLACK,40,1699.0,1699.0,0.0,6402,5.0,100
7007007007631,1212,KORA,KORA,Apparel,BLACK,41,1699.0,1699.0,0.0,6402,5.0,100
7007007007632,1212,KORA,KORA,Apparel,BLACK,42,1699.0,1699.0,0.0,6402,5.0,100
7007007007633,2004,KORA,KORA,Apparel,WHITE,36,1299.0,1299.0,0.0,6402,5.0,100
7007007007634,2004,KORA,KORA,Apparel,WHITE,37,1299.0,1299.0,0.0,6402,5.0,100
7007007007635,2004,KORA,KORA,Apparel,WHITE,38,1299.0,1299.0,0.0,6402,5.0,100
7007007007636,2004,KORA,KORA,Apparel,WHITE,39,1299.0,1299.0,0.0,6402,5.0,100
7007007007637,2004,KORA,KORA,Apparel,WHITE,40,1299.0,1299.0,0.0,6402,5.0,100
7007007007638,2004,KORA,KORA,Apparel,WHITE,41,1299.0,1299.0,0.0,6402,5.0,100
7007007007639,2004,KORA,KORA,Apparel,WHITE,42,1299.0,1299.0,0.0,6402,5.0,100
7007007007640,2039,KORA,KORA,Apparel,BEIGE,36,1999.0,1999.0,0.0,6402,5.0,100
7007007007641,2039,KORA,KORA,Apparel,BEIGE,37,1999.0,1999.0,0.0,6402,5.0,100
7007007007642,2039,KORA,KORA,Apparel,BEIGE,38,1999.0,1999.0,0.0,6402,5.0,100
7007007007643,2039,KORA,KORA,Apparel,BEIGE,39,1999.0,1999.0,0.0,6402,5.0,100
7007007007644,2039,KORA,KORA,Apparel,BEIGE,40,1999.0,1999.0,0.0,6402,5.0,100
7007007007645,2039,KORA,KORA,Apparel,BEIGE,41,1999.0,1999.0,0.0,6402,5.0,100
7007007007646,2039,KORA,KORA,Apparel,BEIGE,42,1999.0,1999.0,0.0,6402,5.0,100
7007007007647,1247,KORA,KORA,Apparel,GUNMETAL,36,1899.0,1899.0,0.0,6402,5.0,100
7007007007648,1247,KORA,KORA,Apparel,GUNMETAL,37,1899.0,1899.0,0.0,6402,5.0,100
7007007007649,1247,KORA,KORA,Apparel,GUNMETAL,38,1899.0,1899.0,0.0,6402,5.0,100
7007007007650,1247,KORA,KORA,Apparel,GUNMETAL,39,1899.0,1899.0,0.0,6402,5.0,100
7007007007651,1247,KORA,KORA,Apparel,GUNMETAL,40,1899.0,1899.0,0.0,6402,5.0,100
7007007007652,1247,KORA,KORA,Apparel,GUNMETAL,41,1899.0,1899.0,0.0,6402,5.0,100
7007007007653,1247,KORA,KORA,Apparel,GUNMETAL,42,1899.0,1899.0,0.0,6402,5.0,100
7007007007654,1244,KORA,KORA,Apparel,ANTIQUE,36,1899.0,1899.0,0.0,6402,5.0,100
7007007007655,1244,KORA,KORA,Apparel,ANTIQUE,37,1899.0,1899.0,0.0,6402,5.0,100
7007007007656,1244,KORA,KORA,Apparel,ANTIQUE,38,1899.0,1899.0,0.0,6402,5.0,100
7007007007657,1244,KORA,KORA,Apparel,ANTIQUE,39,1899.0,1899.0,0.0,6402,5.0,100
7007007007658,1244,KORA,KORA,Apparel,ANTIQUE,40,1899.0,1899.0,0.0,6402,5.0,100
7007007007659,1244,KORA,KORA,Apparel,ANTIQUE,41,1899.0,1899.0,0.0,6402,5.0,100
7007007007660,1244,KORA,KORA,Apparel,ANTIQUE,42,1899.0,1899.0,0.0,6402,5.0,100
7007007007661,2006,KORA,KORA,Apparel,CREAM,36,1299.0,1299.0,0.0,6402,5.0,100
7007007007662,2006,KORA,KORA,Apparel,CREAM,37,1299.0,1299.0,0.0,6402,5.0,100
7007007007663,2006,KORA,KORA,Apparel,CREAM,38,1299.0,1299.0,0.0,6402,5.0,100
7007007007664,2006,KORA,KORA,Apparel,CREAM,39,1299.0,1299.0,0.0,6402,5.0,100
7007007007665,2006,KORA,KORA,Apparel,CREAM,40,1299.0,1299.0,0.0,6402,5.0,100
7007007007666,2006,KORA,KORA,Apparel,CREAM,41,1299.0,1299.0,0.0,6402,5.0,100
7007007007667,2006,KORA,KORA,Apparel,CREAM,42,1299.0,1299.0,0.0,6402,5.0,100
7007007007668,1234,KORA,KORA,Apparel,BLACK,36,1699.0,1699.0,0.0,6402,5.0,100
7007007007669,1234,KORA,KORA,Apparel,BLACK,37,1699.0,1699.0,0.0,6402,5.0,100
7007007007670,1234,KORA,KORA,Apparel,BLACK,38,1699.0,1699.0,0.0,6402,5.0,100
7007007007671,1234,KORA,KORA,Apparel,BLACK,39,1699.0,1699.0,0.0,6402,5.0,100
7007007007672,1234,KORA,KORA,Apparel,BLACK,40,1699.0,1699.0,0.0,6402,5.0,100
7007007007673,1234,KORA,KORA,Apparel,BLACK,41,1699.0,1699.0,0.0,6402,5.0,100
7007007007674,1234,KORA,KORA,Apparel,BLACK,42,1699.0,1699.0,0.0,6402,5.0,100
7007007007675,1496,KORA,KORA,Apparel,BLACK,36,1299.0,1299.0,0.0,6402,5.0,100
7007007007676,1496,KORA,KORA,Apparel,BLACK,37,1299.0,1299.0,0.0,6402,5.0,100
7007007007677,1496,KORA,KORA,Apparel,BLACK,38,1299.0,1299.0,0.0,6402,5.0,100
7007007007678,1496,KORA,KORA,Apparel,BLACK,39,1299.0,1299.0,0.0,6402,5.0,100
7007007007679,1496,KORA,KORA,Apparel,BLACK,40,1299.0,1299.0,0.0,6402,5.0,100
7007007007680,1496,KORA,KORA,Apparel,BLACK,41,1299.0,1299.0,0.0,6402,5.0,100
7007007007681,1496,KORA,KORA,Apparel,BLACK,42,1299.0,1299.0,0.0,6402,5.0,100
7007007007682,2031,KORA,KORA,Apparel,BLACK,36,1799.0,1799.0,0.0,6402,5.0,100
7007007007683,2031,KORA,KORA,Apparel,BLACK,37,1799.0,1799.0,0.0,6402,5.0,100
7007007007684,2031,KORA,KORA,Apparel,BLACK,38,1799.0,1799.0,0.0,6402,5.0,100
7007007007685,2031,KORA,KORA,Apparel,BLACK,39,1799.0,1799.0,0.0,6402,5.0,100
7007007007686,2031,KORA,KORA,Apparel,BLACK,40,1799.0,1799.0,0.0,6402,5.0,100
7007007007687,2031,KORA,KORA,Apparel,BLACK,41,1799.0,1799.0,0.0,6402,5.0,100
7007007007688,2031,KORA,KORA,Apparel,BLACK,42,1799.0,1799.0,0.0,6402,5.0,100
7007007007689,1057,KORA,KORA,Apparel,OF - WHITE,36,1499.0,1499.0,0.0,6402,5.0,100
7007007007690,1057,KORA,KORA,Apparel,OF - WHITE,37,1499.0,1499.0,0.0,6402,5.0,100
7007007007691,1057,KORA,KORA,Apparel,OF - WHITE,38,1499.0,1499.0,0.0,6402,5.0,100
