CURRENT PATH,PROPOSED PATH,OLD LENGTH,NEW LENGTH,RESPONSIBILITY,REASON
docs/architecture/SMRITI_PROMOTIONS_GROWTH_ENGINE_v1.0.md,docs/architecture/PROMOTIONS_GROWTH.md,39,20,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/decisions/ADR-002-SMRITI-METADATA-ARCHITECTURE.md,docs/architecture/decisions/ADR-002-SMRITI-MET.md,39,21,Documentation in docs/architecture/decisions,Standardized document filename <= 22 chars
docs/architecture/decisions/SGIP_ADR_001_Compliance_Architecture.md,docs/architecture/decisions/SGIP_ADR_001.md,39,15,Documentation in docs/architecture/decisions,Standardized document filename <= 22 chars
docs/governance/MC-METADATA-ARCHITECTURE-FREEZE_v1.0.md,docs/governance/MC-METADATA-ARCHI_2.md,39,22,Documentation in docs/governance,Standardized document filename <= 22 chars
docs/walkthrough/cge/PSV_CGE_PDT_And_Offline_Sync_v3.22.0.md,docs/walkthrough/cge/PSV_CGE_PDT_And.md,39,18,Documentation in docs/walkthrough/cge,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Database_Backfill_v3.14.0.md,docs/walkthrough/foundation/Fdn_Database.md,39,15,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/inventory/Inventory_Products_Migration_v3.15.0.md,docs/walkthrough/inventory/Inv_Products.md,39,15,Documentation in docs/walkthrough/inventory,Standardized document filename <= 22 chars
docs/walkthrough/inventory/Inventory_Workspace_Refactor_v3.27.0.md,docs/walkthrough/inventory/Inv_Workspace.md,39,16,Documentation in docs/walkthrough/inventory,Standardized document filename <= 22 chars
docs/_audit/POST_FREEZE_BARCODE_PSV_VERIFICATION.md,docs/_audit/POST_FREEZE.md,39,14,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/components/customer/SmritiCustomerAdditionalDetailsTab.tsx,src/components/customer/CustAddlDetTab.tsx,38,18,UI component in src/components/customer,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/itemMaster/SmritiDataLoadingConfirmationModal.tsx,src/components/itemMaster/DataLoadingConfirm.tsx,38,22,UI component in src/components/itemMaster,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
backend/app/db/seed_tax_invoice_canonical_template.py,backend/app/db/seed_tax_invoice.py,38,19,FastAPI backend artifact in backend/app/db,Standardized backend filename <= 22 chars
backend/app/services/transaction_reproducibility_service.py,backend/app/services/tx_reproduce_svc.py,38,19,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/app/tests/test_dynamic_attributes_persistence.py,backend/app/tests/t_dyn_attr.py,38,13,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/app/tests/test_multi_company_tenant_isolation.py,backend/app/tests/t_tenant_iso.py,38,15,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_capability_and_module_registry.py,backend/tests/t_cap_registry.py,38,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_production_certification_suite.py,backend/tests/t_prod_cert.py,38,14,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_real_world_workflow_validation.py,backend/tests/t_real_workflow.py,38,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_reporting_and_dashboard_engine.py,backend/tests/t_report_engine.py,38,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_unified_pricing_payment_engine.py,backend/tests/t_pricing_eng.py,38,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_workspace_menu_and_ui_registry.py,backend/tests/t_menu_registry.py,38,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/archive_or_clean_pending_registries.py,scripts/clean_registries.py,38,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_crm_loyalty_sice_architecture.py,scripts/audit_crm_loyalty.py,38,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_customer_360_growth_ecosystem.py,scripts/audit_cust_360.py,38,17,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_promotion_conflict_resolution.py,scripts/audit_promo_res.py,38,18,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/verify_comp001_production_readiness.py,scripts/verify_comp001.py,38,17,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/dev/probe_cross_db_product_invoice_sync.py,scripts/dev/probe_db_sync.py,38,16,Tooling / migration / audit script in scripts/dev,Cleaned script filename to domain + action <= 22 chars
scripts/dev/probe_legacy_api_route_reachability.py,scripts/dev/probe_legacy_api.py,38,19,Tooling / migration / audit script in scripts/dev,Cleaned script filename to domain + action <= 22 chars
docs/architecture/SMRITI_GOLIVE_ACCEPTANCE_AUDIT_v1.0.md,docs/architecture/GOLIVE_ACCEPTANCE.md,38,20,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/audits/SMRITI_EXISTING_SYSTEM_AUDIT_REPORT.md,docs/audits/EXISTING_SYSTEM.md,38,18,Documentation in docs/audits,Standardized document filename <= 22 chars
docs/implementation/foundation/Menu_Governance_Migration_Plan_v3.0.md,docs/implementation/foundation/Menu_Gov.md,38,11,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SMRITI_GoLive_Remediation_Plan_v1.0.md,docs/implementation/foundation/GoLive.md,38,9,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Auth_StranglerFig_Migration_v3.21.0.md,docs/walkthrough/foundation/Auth_StranglerFig.md,38,20,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Login_Company_Selector_Flow_v3.25.0.md,docs/walkthrough/foundation/Login_Company.md,38,16,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/pos/ProPOS_Unified_Billing_Suite_v6.0.0.md,docs/walkthrough/pos/ProPOS_Unified.md,38,17,Documentation in docs/walkthrough/pos,Standardized document filename <= 22 chars
docs/walkthrough/procurement/Procurement_Purchase_Module_v3.11.0.md,docs/walkthrough/procurement/Procurement_2_3.md,38,18,Documentation in docs/walkthrough/procurement,Standardized document filename <= 22 chars
docs/walkthrough/sales/Sales_HistoricalImport_TT18-71_v1.0.md,docs/walkthrough/sales/Sales.md,38,8,Documentation in docs/walkthrough/sales,Standardized document filename <= 22 chars
docs/_audit/GLOBAL_DOCUMENTATION_RECONCILIATION.md,docs/_audit/GLOBAL.md,38,9,Documentation in docs/_audit,Standardized document filename <= 22 chars
docs/_audit/SMRITI_ARCHITECTURE_BASELINE_FREEZE.md,docs/_audit/ARCHITECTURE.md,38,15,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/components/billing/propos/SmritiProPosDailyReportsDashboard.tsx,src/components/billing/propos/ProPosDailyReports.tsx,37,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/customer/SmritiAdvancedCustomerSearchModal.tsx,src/components/customer/AdvancedCustSearch.tsx,37,22,UI component in src/components/customer,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/tests/activeFieldContextAwareSearch.test.ts,src/tests/fieldSearch.test.ts,37,19,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
src/tests/itemMasterColumnFilterAndSort.test.ts,src/tests/itemFilter.test.ts,37,18,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
backend/app/services/offline_conflict_resolution_engine.py,backend/app/services/conflict_engine.py,37,18,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/tests/test_analytics_and_integration_hub.py,backend/tests/t_analytics_hub.py,37,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_crm_loyalty_sice_architecture.py,backend/tests/t_crm_loyalty.py,37,16,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_customer_360_growth_ecosystem.py,backend/tests/t_cust_360.py,37,13,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_production_security_hardening.py,backend/tests/t_prod_sec.py,37,13,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_promotion_conflict_resolution.py,backend/tests/t_promo_conflict.py,37,19,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_unified_approval_communicator.py,backend/tests/t_approval_comm.py,37,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_business_endpoint_db_routing.py,scripts/audit_endpoint_db.py,37,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_company_db_naming_convention.py,scripts/audit_db_naming.py,37,18,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/reconcile_and_seed_canonical_menus.py,scripts/reconcile_menus.py,37,18,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/admin/smoke_test_auth_bootstrap_endpoint.py,scripts/admin/smoke_auth_boot.py,37,18,Tooling / migration / audit script in scripts/admin,Cleaned script filename to domain + action <= 22 chars
docs/SMRITI_ACCESSIBILITY_RUNTIME_AUDIT.md,docs/ACCESSIBILITY.md,37,16,Documentation in docs,Standardized document filename <= 22 chars
docs/architecture/SMRITI_COMPANY_CONTROL_CENTER_v1.0.md,docs/architecture/COMPANY_CONTROL_2.md,37,20,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_CONTROL_PLANE_BOUNDARY_v1.0.md,docs/architecture/CONTROL_PLANE_2.md,37,18,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/sales/Sales_Studio_Expansion_Plan_v2.1.1.md,docs/implementation/sales/Sales_Studio.md,37,15,Documentation in docs/implementation/sales,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_HREP_Compliance_v3.14.0.md,docs/walkthrough/foundation/Fdn_HREP.md,37,11,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_Tier4_Migration_v3.16.0.md,docs/walkthrough/foundation/Fdn_Tier4.md,37,12,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Foundation_User_Management_v3.10.0.md,docs/walkthrough/foundation/Fdn_User_Mgmt.md,37,16,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/pos/POS_Shift_And_CashRegister_v3.12.0.md,docs/walkthrough/pos/POS_Shift_And.md,37,16,Documentation in docs/walkthrough/pos,Standardized document filename <= 22 chars
docs/_audit/LEGACY_TABLE_RUNTIME_CERTIFICATION.md,docs/_audit/LEGACY_TABLE.md,37,15,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/tests/customerCrmLoyaltyDecoupling.test.ts,src/tests/crmLoyalty.test.ts,36,18,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
backend/app/services/unified_accounting_ledger_service.py,backend/app/services/unified_ledger.py,36,17,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/tests/test_canonical_tax_invoice_frozen.py,backend/tests/t_canonical_tax.py,36,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_company_db_naming_convention.py,backend/tests/t_comp_db_name.py,36,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_master_tax_invoice_hardening.py,backend/tests/t_tax_inv_harden.py,36,19,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_promotions_and_growth_engine.py,backend/tests/t_promo_engine.py,36,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_sales_invoice_contract_suite.py,backend/tests/t_sales_contract.py,36,19,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_tt_batch_74_103_verification.py,backend/tests/t_tt_batch_74_103.py,36,20,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_unified_workspace_capability.py,backend/tests/t_workspace_cap.py,36,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_item_master_schema_and_rows.py,scripts/audit_item_master.py,36,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_smritisys_database_identity.py,scripts/audit_db_identity.py,36,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/update_db_references_to_smritisys.py,scripts/update_db_refs.py,36,17,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/verify_master_control_plane_audit.py,scripts/verify_plane_audit.py,36,21,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_MIGRATION.md,docs/architecture/PRODUCT_IDENTITY__4.md,36,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_TEST_PLAN.md,docs/architecture/PRODUCT_IDENTITY__5.md,36,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_FIORI_LIGHT_VISUAL_QA_v1.0.md,docs/architecture/FIORI_LIGHT.md,36,14,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/walkthrough/foundation/MC2_Phase4B_New_Endpoints_v3.19.1.md,docs/walkthrough/foundation/MC2_Phase4B_New.md,36,18,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/_audit/FINAL_DOCUMENTATION_CERTIFICATION.md,docs/_audit/FINAL.md,36,8,Documentation in docs/_audit,Standardized document filename <= 22 chars
docs/_audit/SMRITISYS_RUNTIME_AUTHORITY_AUDIT.md,docs/_audit/SMRITISYS_RUNTIME.md,36,20,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/components/itemMaster/SmritiAttributeManagementStudio.tsx,src/components/itemMaster/AttrMgmtStudio.tsx,35,18,UI component in src/components/itemMaster,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/security/SmritiSecurityConfigurationView.tsx,src/components/security/SecurityConfigView.tsx,35,22,UI component in src/components/security,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/tests/fullCycleBillingAndPrinting.test.ts,src/tests/fullBilling.test.ts,35,19,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
src/tests/smritiDistributorTaxInvoice.test.ts,src/tests/distTaxInv.test.ts,35,18,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
backend/app/services/unified_outbox_analytics_service.py,backend/app/services/outbox_analytics.py,35,19,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/app/tests/test_login_company_selector_flow.py,backend/app/tests/t_company_select.py,35,19,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_analytics_daemon_and_rollup.py,backend/tests/t_daemon_rollup.py,35,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_company_control_center_e2e.py,scripts/audit_comp_ctr_e2e.py,35,21,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/audit_reporting_dashboard_engine.py,scripts/audit_reporting.py,35,18,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/ci_secret_and_reachability_guard.py,scripts/ci_secret_guard.py,35,18,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/execute_company_001_provisioning.py,scripts/exec_comp001_prov.py,35,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/export_comprehensive_master_pack.py,scripts/export_master_pack.py,35,21,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/SMRITI_PERFORMANCE_RUNTIME_AUDIT.md,docs/PERFORMANCE.md,35,14,Documentation in docs,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_API_SPEC.md,docs/architecture/PRODUCT_IDENTITY__6.md,35,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_SECURITY.md,docs/architecture/PRODUCT_IDENTITY__7.md,35,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_SEQUENCE.md,docs/architecture/PRODUCT_IDENTITY__8.md,35,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/audits/SMRITI_MEASUREMENT_VARIANT_AUDIT.md,docs/audits/MEASUREMENT.md,35,14,Documentation in docs/audits,Standardized document filename <= 22 chars
docs/implementation/pos/POS_DeepReview_Fixes_Plan_v2.1.3.md,docs/implementation/pos/POS_DeepReview.md,35,17,Documentation in docs/implementation/pos,Standardized document filename <= 22 chars
docs/user_guide/ENDUSER_TRAINING_COMPANY_DETAILS.md,docs/user_guide/ENDUSER_TRAINING.md,35,19,Documentation in docs/user_guide,Standardized document filename <= 22 chars
docs/walkthrough/crm/Retail_Customer_Catalogue_v5.5.0.md,docs/walkthrough/crm/Retail_Customer.md,35,18,Documentation in docs/walkthrough/crm,Standardized document filename <= 22 chars
docs/walkthrough/foundation/POS_StranglerFig_Cleanup_v3.21.1.md,docs/walkthrough/foundation/POS_StranglerFig.md,35,19,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/_audit/FINAL_ARCHITECTURE_CERTIFICATION.md,docs/_audit/FINAL_2.md,35,10,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/components/billing/propos/SmritiProPosCashMovementsModal.tsx,src/components/billing/propos/ProPosCashMovesDlg.tsx,34,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/billing/propos/SmritiProPosLoyaltyLookupModal.tsx,src/components/billing/propos/ProPosLoyaltyLooku.tsx,34,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/customer/SmritiCustomerRetailDetailsTab.tsx,src/components/customer/CustRetailDetTab.tsx,34,20,UI component in src/components/customer,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/tests/customerLookupAndSelection.test.ts,src/tests/custLookup.test.ts,34,18,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
backend/test_authenticated_training_e2e.py,backend/test_authenticated.py,34,21,File in backend,Standardized filename <= 22 chars
backend/app/services/analytical_intelligence_service.py,backend/app/services/analytics_svc.py,34,16,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/app/services/smrititaxinvoice_v1.integrity.json,backend/app/services/tax_invoice_v1.json,34,19,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/app/services/unified_pricing_payment_service.py,backend/app/services/pricing_payment.py,34,18,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/tests/test_company_control_center_e2e.py,backend/tests/t_comp_center_e2e.py,34,20,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_company_database_lifecycle.py,backend/tests/t_comp_db_life.py,34,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_company_db_runtime_routing.py,backend/tests/t_comp_db_route.py,34,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_routing_boundary_canonical.py,backend/tests/t_route_boundary.py,34,19,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_training_academy_e2e_suite.py,backend/tests/t_training_e2e.py,34,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/update_item_master_and_dispatch.py,scripts/update_item_master.py,34,21,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
docs/SMRITI_RESPONSIVE_RUNTIME_AUDIT.md,docs/RESPONSIVE.md,34,13,Documentation in docs,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_ROADMAP.md,docs/architecture/PRODUCT_IDENTITY__9.md,34,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/SMRITI_CONTROL_PLANE_AUDIT_v1.0.md,docs/architecture/CONTROL_PLANE_2_3.md,34,20,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/decisions/ADR-001-Product-Identity-Engine.md,docs/architecture/decisions/ADR-001-Product-Id.md,34,21,Documentation in docs/architecture/decisions,Standardized document filename <= 22 chars
docs/walkthrough/foundation/Menu_Management_Governance_v1.0.md,docs/walkthrough/foundation/Menu_Mgmt_Gov_v1.0.md,34,21,Documentation in docs/walkthrough/foundation,Standardized document filename <= 22 chars
docs/walkthrough/sales/Sales_POS_Phase1_Phase2_v3.18.1.md,docs/walkthrough/sales/Sales_POS_Phase1.md,34,19,Documentation in docs/walkthrough/sales,Standardized document filename <= 22 chars
docs/_audit/ECOMMERCE_CORE_CAPABILITY_AUDIT.md,docs/_audit/ECOMMERCE_CORE.md,34,17,Documentation in docs/_audit,Standardized document filename <= 22 chars
src/components/billing/propos/SmritiProPosCancellationModal.tsx,src/components/billing/propos/ProPosCancellation.tsx,33,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/billing/propos/SmritiProPosCommissionBuilder.tsx,src/components/billing/propos/ProPosCommissionBu.tsx,33,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/billing/propos/SmritiProPosDenominationInput.tsx,src/components/billing/propos/ProPosDenomination.tsx,33,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/billing/propos/SmritiProPosTaxInvoiceReceipt.tsx,src/components/billing/propos/ProPosTaxInvoiceRc.tsx,33,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/customer/SmritiCustomerMasterWorkspace.tsx,src/components/customer/CustMasterWs.tsx,33,16,UI component in src/components/customer,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/customer/SmritiCustomerPriceGroupModal.tsx,src/components/customer/CustPriceGroupDlg.tsx,33,21,UI component in src/components/customer,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/security/SmritiSecurityManagementModal.tsx,src/components/security/SecurityMgmtDlg.tsx,33,19,UI component in src/components/security,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/tests/customerPolicyEnforcement.test.ts,src/tests/custPolicy.test.ts,33,18,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
src/tests/securityMenuAccessControl.test.ts,src/tests/menuAccess.test.ts,33,18,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
backend/generate_tt_tax_invoices_batch.py,backend/generate_tt_tax_in.py,33,21,File in backend,Standardized filename <= 22 chars
backend/app/services/tattly_dispatch_import_service.py,backend/app/services/dispatch_import.py,33,18,FastAPI backend domain service,Cleaned service filename to domain + responsibility <= 22 chars
backend/tests/test_ecom_routing_and_webhooks.py,backend/tests/t_ecom_webhooks.py,33,18,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_pos_cash_drawer_movements.py,backend/tests/t_pos_drawer.py,33,15,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_unified_accounting_ledger.py,backend/tests/t_unified_ledger.py,33,19,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/audit_promotions_growth_engine.py,scripts/audit_promotions.py,33,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/forensic_pre_provisioning_gate.py,scripts/forensic_prov_gate.py,33,21,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/run_hardened_e2e_certification.py,scripts/run_hardened_e2e.py,33,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/run_headless_e2e_certification.py,scripts/run_headless_e2e.py,33,19,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/test_fiori_light_visual_qa_e2e.py,scripts/test_fiori_qa_e2e.py,33,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
scripts/admin/verify_admin_bootstrap_service.py,scripts/admin/verify_admin_boot.py,33,20,Tooling / migration / audit script in scripts/admin,Cleaned script filename to domain + action <= 22 chars
docs/PHASE1_PILOT_SUPPORTED_MODULES.md,docs/PHASE1_PILOT.md,33,15,Documentation in docs,Standardized document filename <= 22 chars
docs/SMRITI_DATA_CONNECTIVITY_AUDIT.md,docs/DATA_CONNECTIVITY.md,33,20,Documentation in docs,Standardized document filename <= 22 chars
docs/SMRITI_GLOBAL_UX_CERTIFICATION.md,docs/GLOBAL_UX.md,33,12,Documentation in docs,Standardized document filename <= 22 chars
docs/architecture/PLATFORM_MICROSERVICES_ROADMAP.md,docs/architecture/PLATFORM_2.md,33,13,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/architecture/PRODUCT_IDENTITY_ENGINE_ERRORS.md,docs/architecture/PRODUCT_IDENTITY_10.md,33,22,Documentation in docs/architecture,Standardized document filename <= 22 chars
docs/implementation/foundation/FastAPI_v13_v14_Migration_Plan.md,docs/implementation/foundation/FastAPI_v13_v14.md,33,18,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/implementation/foundation/SGIP_PRODUCT_CONSTITUTION_v1.0.md,docs/implementation/foundation/SGIP_PRODUCT.md,33,15,Documentation in docs/implementation/foundation,Standardized document filename <= 22 chars
docs/walkthrough/reports/Reports_Reports_Module_v3.14.0.md,docs/walkthrough/reports/Reports_Reports.md,33,18,Documentation in docs/walkthrough/reports,Standardized document filename <= 22 chars
src/components/billing/SmritiInvoiceSettlementModal.tsx,src/components/billing/InvoiceSettlementD.tsx,32,22,UI component in src/components/billing,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/billing/propos/SmritiProPosSalesReturnModal.tsx,src/components/billing/propos/ProPosSalesReturnD.tsx,32,22,UI component in src/components/billing/propos,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/components/itemMaster/SmritiKeyboardShortcutsModal.tsx,src/components/itemMaster/KeyboardKeysDlg.tsx,32,19,UI component in src/components/itemMaster,Stripped redundant Smriti prefix and standardized component suffix <= 22 chars
src/tests/companySelectorHardening.test.ts,src/tests/companySelect.test.ts,32,21,Vitest frontend test suite,Streamlined test suite filename to domain + responsibility <= 22 chars
backend/app/compliance/repositories/government_service_repository.py,backend/app/compliance/repositories/gov_service_repo.py,32,19,FastAPI backend artifact in backend/app/compliance/repositories,Standardized backend filename <= 22 chars
backend/tests/test_item_master_gap_refactor.py,backend/tests/t_item_gap.py,32,13,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_pos_shift_gl_integration.py,backend/tests/t_pos_shift_gl.py,32,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_psv_cge_and_offline_sync.py,backend/tests/t_psv_sync.py,32,13,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
backend/tests/test_unified_outbox_analytics.py,backend/tests/t_outbox_stats.py,32,17,FastAPI backend test suite,Shortened backend test module filename to t_<domain> <= 22 chars
scripts/add_author_designation_header.py,scripts/add_author_header.py,32,20,Tooling / migration / audit script in scripts,Cleaned script filename to domain + action <= 22 chars
